字词索引,参见,词条,繁体异体,拼音,部首,笔画,结构,字级,释义
躅,,躅㈡,,zhuó,𧾷,20,左右,二级字,足迹。孔稚珪《北山移文》：“尘游～于蕙路。”（来往行走的足迹把长着蕙草的路弄脏了。尘：指弄脏。蕙：香草名。）//〖引〗踪迹。王俭《褚渊碑文》：“出陪銮～，入奉帷殿。”（銮躅：指帝王的踪迹。）
勺,,勺㈡,,zhuó,勹,3,半包围,一级字,❶通“酌”。舀取水酒等（液体）。《汉书·礼乐志》：“～椒浆。”//〖引〗所舀取的水酒等。宋玉《招魂》：“瑶浆蜜～。”//❷乐舞名。《礼记·内则》：“学乐，诵诗，舞～。”
汋,,汋㈡,,zhuó,氵,6,左右,三级字,通“酌”。挹取。《周礼·士师》：“掌士之八成。一曰邦～，二曰邦贼……”（邦汋：盗取邦中密事。）
灼,,灼,,zhuó,火,7,左右,一级字,❶烧，烤。《论衡·言毒》：“若火～人。”//❷显明，显著。《三国志·吴书·吴主传》：“事已彰～，无所复疑。”这个意义又写作“焯”。//[灼灼]//鲜亮的样子。《诗经·周南·桃夭》：“～～其华。”（华：花。）
卓,,卓㈠,,zhuō,⺊,8,上下,一级字,几案，桌子（后起意义）。徐积《谢周裕之》诗：“两～合八尺，一炉暖双趾。”这个意义后来写作“桌”。
卓,,卓㈡,,zhuó,⺊,8,上下,一级字,❶高，高超。《后汉书·祭遵传》：“～如日月。”《论衡·程材》：“文辞～诡（guǐ）。”（诡：特异。）又如“卓越”、“卓异”、“卓绝”。//❷远。《汉书·霍去病传》：“～行殊远而粮不绝。”这个意义又写作“逴”。
拙,,拙,,zhuō,扌,8,左右,一级字,❶笨。《庄子·胠箧》：“大巧若～。”《孟子·尽心上》：“大匠不为～工改废绳墨。”成语有“笨嘴拙舌”。//❷谦辞。如“拙作（对人称自己的作品）”、“拙荆（对人称自己的妻子）”。
茁,,茁,,zhuó,艹,8,上下,一级字,植物才生长出来的样子。《诗经·召南·驺虞》：“彼～者葭（jiā）。”（葭：初生的芦苇。）//[茁壮]//健壮的样子。《孟子·万章下》：“牛羊～～长而已矣。”
斫,,斫,,zhuó,石,9,左右,二级字,砍，削。《荀子·性恶》：“工人～木而成器。”《史记·孙子吴起列传》：“乃～大树白而书之。”//〖又〗击。《三国志·吴书·甘宁传》：“受敕（chì）出～敌前营。”（敕：命令。）
浊,,浊,[濁],zhuó,氵,9,左右,一级字,混浊。与“清”相对。《荀子·君道》：“原清则流清，原～则流～。”（原：水源。）潘岳《西征赋》：“北有清渭～泾。”（渭、泾：都是水名。）//〖引〗污浊。《楚辞·渔父》：“举世皆～我独清。”《史记·平原君虞卿列传》：“平原君，翩翩～世之佳公子也。”//〖引〗声音低沉粗重。《晋书·谢安传》：“有鼻疾，故其音～。”
噣,,噣㈡,,zhuó,,,,,同“啄”。鸟啄食。《战国策·楚策四》：“俯～白粒，仰栖茂树。”《淮南子·齐俗》：“鸟穷则～，兽穷则触，人穷则诈。”
斮,,斮,,zhuó,,,,,❶斩。《尚书·泰誓下》：“～朝涉之胫，剖贤人之心。”《公羊传·成公二年》：“郤克曰：‘欺三军者，其法奈何？’曰：‘法～。’于是～逢丑父。”//❷击。张衡《东京赋》：“捎魑魅，～獝狂。”
斲,,斲,[斵],zhuó,,,,,砍，削。《荀子·王制》：“农夫不～削、不陶冶而足械用。”（陶：做陶器。冶：冶炼。械：器械。）
趠,,趠㈡,,zhuō,,,,,通“卓”。特出，高超。许有壬《文丞相传序》：“丞相文公，少年～厉，有经济之志。”
剚,,剚,[倳],zì,刂,10,左右,,插入，刺。丘迟《与陈伯之书》：“张绣～刃于爱子。”
恣,,恣,,zì,心,10,上下,二级字,放纵，无拘束。《荀子·成相》：“吏敬法令莫敢～。”//〖引〗任凭。《战国策·赵策四》：“～君之所使之。”
牸,,牸,,zì,牛(牜),10,左右,,母牛。刘向《说苑·政理》：“臣故畜～牛，生子而大，卖之而买驹。”//〖又〗雌的。《盐铁论·未通》：“戎马不足，～牝入阵。”
笫,,笫,,zǐ,竹(𥫗),10,上下,三级字,竹编的床垫。《左传·襄公二十七年》：“床～之言不逾阈（yù）。”（阈：门槛。）
赀,,赀,[貲],zī,贝,10,上下,三级字,❶罚钱。《秦律·效律》：“斗不正，半升以上，～一甲。”（赀一甲：罚一件铠甲的钱。）//❷通“资”。资财，钱财。《后汉书·刘盆子传》：“母家素丰，～产数百万。”《新唐书·员半千传》：“上书自陈臣家～不满千钱。”（陈：陈述。）//〖引〗价格。《管子·乘马数》：“布织财物，皆立其～。”//❸计算，估量。《晋书·傅玄传》：“一日则损不～，况积日乎?”
资,,资,[資],zī,贝,10,上下,一级字,❶资财，钱财。《国语·齐语》：“无受其～。”//〖引〗费用。《三国志·蜀书·诸葛亮传》：“军～所出。”//❷积蓄。《国语·越语》：“贾人夏则～皮，冬则～絺（chī）。”（贾人：商人。絺：细麻布。）//❸具有，具备。《文选·蔡邕〈陈太丘碑文〉》：“兼～九德，总修百行。”//❹供给，资助。《韩非子·说疑》：“～之以币帛。”《史记·郦生陆贾列传》：“此乃天所以～汉也。”//❺凭借。《三国志·魏书·文帝纪》：“昔仲尼～大圣之才，怀帝王之器。”（仲尼：孔子字。）柳宗元《封建论》：“归周者八百焉，～以胜殷。”（周、殷：朝代名。）//〖引〗凭借的条件。《老子·二十七章》：“善人者不善人之师，不善人者善人之～。”//❻资质。指天生的才能、性情。班固《为第五伦荐谢夷吾疏》：“英～挺特。”（挺特：指突出。）《汉书·陈平传》：“然大王～侮人。”（侮：侮慢。）//❼资望，资历。《三国志·魏书·荀彧传》：“绍凭世～，从容饰智，以收名誉。”（绍：袁绍。世资：世代的资望。饰智：装作有智慧。）干宝《晋纪总论》：“不拘～次。”
梓,,梓,,zǐ,木,11,左右,二级字,一种树木。《盐铁论·本议》：“江南之楠～竹箭。”（楠：一种树木。箭：可做箭杆的竹子。）//[梓宫]//皇帝的灵柩。《后汉书·窦皇后纪》：“桓帝～～尚在前殿，遂杀田圣。”（田圣：人名。）//[梓匠]//木匠。《孟子·尽心下》：“～～轮舆，能与人规矩，不能使人巧。”//[桑梓]//指故乡。柳宗元《闻黄鹂》诗：“乡禽何事亦来此，令我生心忆～～。”
淄,,淄,,zī,氵,11,左右,二级字,❶水名，今称淄河，在山东境内。//❷通“缁”。黑色。《史记·孔子世家》：“不曰白乎，涅而不～。”
渍,,渍,[漬],zì,氵,11,左右,二级字,❶浸，泡。贾思勰《齐民要术·水稻》：“净淘种子，～经三宿。”（渍经三宿：浸泡三夜。）//❷染。《周礼·考工记·钟氏》：“淳而～之。”（淳：浇。）《汉书·礼乐志》：“民渐～恶俗。”
眦,,眦,[眥],zì,目,11,左右,二级字,眼眶。《史记·项羽本纪》：“瞋（chēn）目视项王……目～尽裂。”（瞋目：瞪眼睛。）
缁,,缁,[緇],zī,纟,11,左右,二级字,❶黑色。《韩非子·说林下》：“天雨，解素衣，衣～衣而反。”（素衣：白色衣服。衣缁衣：穿黑色衣服。反：返。）//〖又〗黑色。《论语·阳货》：“不曰白乎，涅而不～。”//❷指僧侣。《魏书·释老志》：“～素既殊，法律亦异。”（素：指俗人。）
菑,,菑㈡,,zī,艹,11,上下,,❶开荒。《尚书·大诰》：“厥父～，厥子乃弗肯播。”（厥：其。弗：不。播：播种。）//❷初耕一年的土地。沈约《齐故安陆昭王碑文》：“宿秉停～。”（宿秉：去年的稻穗。）//〖泛〗田地。祖咏《归汝坟山庄》诗：“沤麻入南涧，刈麦向东～。”
菑,,菑㈢,,zì,艹,11,上下,,直立而枯死的树木。《荀子·非相》：“周公之状，身如断～。”
孳,,孳,,zī,子,12,上下,二级字,❶繁殖，生息。《列子·汤问》：“不夭不病，其民～阜亡数。”（夭：未成年就死去。阜：盛。亡：无。）//❷[孳孳]//勤勉，努力不懈的样子。东方朔《答客难》：“日夜～～。”
嵫,,嵫,,zī,山,12,左右,二级字,[崦（yān）嵫]//见469页“崦”字。
滋,,滋,,zī,氵,12,左右,一级字,❶液汁。左思《魏都赋》：“墨井盐池，玄～素液。”（玄：黑。素：白。）//〖引〗滋润，润泽。韦庄《同旧韵》：“露～三径草，日动四邻砧。”//❷滋味。《后汉书·蔡邕列传》：“含甘吮～。”（甘：甜。）//❸培植。屈原《离骚》：“余既～兰之九畹（wǎn）兮。”（既：已经。畹：二十亩或三十亩为一畹。）//〖引〗滋长。《左传·隐公元年》：“无使～蔓。”//❹副词。益，更加。柳宗元《蝜蝂传》：“而贪取～甚。”（甚：厉害。）
粢,,粢㈡,,zī,米,12,上下,三级字,❶稷，一种谷物。宋玉《招魂》：“稻～穱麦。”//❷古代供祭祀用的谷物。《左传·桓公六年》：“絜～丰盛（chéng）。”（絜：洁净的。丰：丰富的。盛：祭器中所盛的谷物。）
胔,,胔㈡,,zì,肉,12,上下,,❶尚存残肉的骨殖。《礼记·月令》：“掩骼埋～。”//❷死亡。《大戴礼记·千乘》：“太古之民，秀长以寿者，食也。在今之民，羸丑以～者，事也。”
胾,,胾,,zì,肉,12,半包围,,❶切成大块的肉。《史记·绛侯周勃世家》：“召条侯，赐食。独置大～，无切肉。”（独置：单独设置。）//❷腐尸。《魏书·孝静帝纪》：“诏尚书掩骼埋～。”
赍,,赍㈡,[賷、齎],zī,贝,12,上下,二级字,通“资”。钱财。《史记·陈丞相世家》：“～用益饶。”（资财费用更加丰富。）
辎,,辎,[輜],zī,车,12,左右,二级字,❶[辎车]//一种有帷盖的车子。《史记·孙子吴起列传》：“居～～中，坐为计谋。”//❷[辎重]//外出时所带的衣物箱笼。《老子·二十六章》：“是以圣人终日行不离～～。”//军用器械、粮草、营帐、服装等的统称。《史记·淮阴侯列传》：“从间道绝其～～。”（间道：小道。绝：断。）
觜,,觜㈠,,zī,角,13,上下,三级字,❶猫头鹰等禽类头上的毛角。《说文·角部》：“觜，鸱旧头上角觜也。”//❷星宿名。
訾,,訾㈡,[訿],zī,言,13,上下,二级字,❶通“赀”。计算，估量。《商君书·垦令》：“～粟而税，则上一而民平。”（上一：国法统一。）《列子·说符》：“钱帛无量，财货无～。”//❷通“资”。资财，钱财。《汉书·杜周传》：“家～累巨万矣。”（累：累积。）//❸通“咨”。叹词。《战国策·齐策三》：“～!天下之主有侵君者，臣请以臣之血湔其衽（rèn）。”（衽：衣襟。）
訾,,訾㈢,[訿],zǐ,言,13,上下,二级字,毁谤，诋毁，非议。《吕氏春秋·怀宠》：“排～旧典。”《盐铁论·地广》：“诽誉～议，以要名采善于当世。”（要名采善：指沽名钓誉。）
趑,,趑,[趦],zī,走,13,半包围,二级字,░//[趑趄（jū）]//行不进的样子。张载《剑阁铭》：“一人荷戟，万夫～～。”//徘徊。柳宗元《答韦珩示韩愈相推以文墨事书》：“而仆稚騃，卒无所为，但～～文墨笔砚浅事。”//恣睢，放纵暴戾。《魏书·乐志》：“刘石以一时奸雄，跋扈魏赵；苻姚以部帅强豪，～～关辅。”
锱,,锱,[錙],zī,钅,13,左右,二级字,古代的重量单位，一说六铢为一锱，四锱为一两。//[锱铢]//比喻极微小的数量。《三国志·吴书·贺邵传》：“身无～～之行，能无鹰犬之用。”
镃,,镃,[鎡],zī,钅,14,左右,三级字,[镃基]//大锄。《孟子·公孙丑上》：“虽有智慧，不如乘势；虽有～～，不如待时。”
瘠,,瘠㈡,,zì,疒,15,半包围,二级字,通“胔”。腐烂的肉。《荀子·荣辱》：“是其所以不免于冻饿，操瓢囊为沟壑中～者也。”文天祥《正气歌》：“一朝蒙雾露，分作沟中～。”
鼒,,鼒,,zī,鼎,15,上下,三级字,小口的鼎。《诗经·周颂·丝衣》：“鼐（nài）鼎及～。”（鼐：大鼎。）沈约《需雅》八首之一：“或鼎或～宣九沸，楚桂胡盐芼芳卉。”
髭,,髭,[頿],zī,髟,16,上下,二级字,唇上的胡须。《左传·昭公二十六年》：“至于灵王，生而有～。”汉乐府《陌上桑》：“行者见罗敷，下担捋～须。”
子,,子,,zǐ,子,3,独体,一级字,❶婴儿。《荀子·劝学》：“干、越、夷、貉之～，生而同声，长而异俗。”（干、越、夷、貉：都是古代民族名。）//〖又〗儿子或女儿。《汉书·文帝纪》：“孝文皇帝，高祖中～也。”《韩非子·说林上》：“卫人嫁其～。”//〖引〗植物的籽实。杜甫《少年行》：“江花结～已无多。”//❷对人的尊称，多指男子，相当于现代汉语中的“您”。《论语·子路》：“卫君待～而为政，～将奚先?”（奚：什么。）//〖又〗写在姓氏后面，作为对人的尊称。如“荀子”、“庄子”。//❸古代五等爵位的第四等。《礼记·王制》：“王者之制禄爵：公、侯、伯、～、男，凡五等。”//❹利息。《新唐书·柳宗元传》：“～本均。”//❺地支的第一位。//〖又〗十二时辰之一，等于现在深夜的十一时至一时。见126页“干1”字。
字,,字,,zì,宀,6,上下,一级字,❶生孩子。《论衡·气寿》：“妇人疏～者子活。”（疏：稀疏。）//〖引〗养育。《左传·成公十一年》：“又不能～人之孤而杀之。”（孤：孤儿。）//〖又〗爱。《左传·成公四年》：“楚虽大，非吾族也，其肯～我乎?”//❷女子许嫁。《周易·屯》：“女子贞不～，十年乃～。”//❸表字。《史记·陈涉世家》：“陈胜者，阳城人也，～涉。”//❹文字。《汉书·刘歆传》：“分文析～。”
